"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"7779",7779,"2022T1","Índice","Vivienda segunda mano","09 Cataluña",146.818
"7780",7780,"2021T4","Índice","Vivienda segunda mano","09 Cataluña",143.362
"7781",7781,"2021T3","Índice","Vivienda segunda mano","09 Cataluña",142.013
"7782",7782,"2021T2","Índice","Vivienda segunda mano","09 Cataluña",140.067
"7783",7783,"2021T1","Índice","Vivienda segunda mano","09 Cataluña",136.518
"7784",7784,"2020T4","Índice","Vivienda segunda mano","09 Cataluña",134.885
"7785",7785,"2020T3","Índice","Vivienda segunda mano","09 Cataluña",137.171
"7786",7786,"2020T2","Índice","Vivienda segunda mano","09 Cataluña",136.067
"7787",7787,"2020T1","Índice","Vivienda segunda mano","09 Cataluña",135.042
"7788",7788,"2019T4","Índice","Vivienda segunda mano","09 Cataluña",134.915
"7789",7789,"2019T3","Índice","Vivienda segunda mano","09 Cataluña",135.933
"7790",7790,"2019T2","Índice","Vivienda segunda mano","09 Cataluña",133.624
"7791",7791,"2019T1","Índice","Vivienda segunda mano","09 Cataluña",131.468
"7792",7792,"2018T4","Índice","Vivienda segunda mano","09 Cataluña",130.7
"7793",7793,"2018T3","Índice","Vivienda segunda mano","09 Cataluña",130.076
"7794",7794,"2018T2","Índice","Vivienda segunda mano","09 Cataluña",127
"7795",7795,"2018T1","Índice","Vivienda segunda mano","09 Cataluña",122.614
"7796",7796,"2017T4","Índice","Vivienda segunda mano","09 Cataluña",121.016
"7797",7797,"2017T3","Índice","Vivienda segunda mano","09 Cataluña",119.13
"7798",7798,"2017T2","Índice","Vivienda segunda mano","09 Cataluña",116.101
"7799",7799,"2017T1","Índice","Vivienda segunda mano","09 Cataluña",112.878
"7800",7800,"2016T4","Índice","Vivienda segunda mano","09 Cataluña",109.796
"7801",7801,"2016T3","Índice","Vivienda segunda mano","09 Cataluña",108.18
"7802",7802,"2016T2","Índice","Vivienda segunda mano","09 Cataluña",106.063
"7803",7803,"2016T1","Índice","Vivienda segunda mano","09 Cataluña",103.663
"7804",7804,"2015T4","Índice","Vivienda segunda mano","09 Cataluña",101.987
"7805",7805,"2015T3","Índice","Vivienda segunda mano","09 Cataluña",101.597
"7806",7806,"2015T2","Índice","Vivienda segunda mano","09 Cataluña",100.968
"7807",7807,"2015T1","Índice","Vivienda segunda mano","09 Cataluña",95.448
"7808",7808,"2014T4","Índice","Vivienda segunda mano","09 Cataluña",96.615
"7809",7809,"2014T3","Índice","Vivienda segunda mano","09 Cataluña",95.758
