"","Provincia","Año_Trimestre","Transacciones"
"3824","Galicia"," 2016_4º","4274"
"3825","Galicia"," 2017_1º","4016"
"3826","Galicia"," 2017_2º","4642"
"3827","Galicia"," 2017_3º","4236"
"3828","Galicia"," 2017_4º","4661"
"3829","Galicia"," 2018_1º","4384"
"3830","Galicia"," 2018_2º","5329"
"3831","Galicia"," 2018_3º","4821"
"3832","Galicia"," 2018_4º","5252"
"3833","Galicia"," 2019_1º","4760"
"3834","Galicia"," 2019_2º","5366"
"3835","Galicia"," 2019_3º","4655"
"3836","Galicia"," 2019_4º","5681"
"3837","Galicia"," 2020_1º","4405"
"3838","Galicia"," 2020_2º","2802"
"3839","Galicia"," 2020_3º","5800"
"3840","Galicia"," 2020_4º","6449"
"3841","Galicia"," 2021_1º","5192"
"3842","Galicia"," 2021_2º","6478"
"3843","Galicia"," 2021_3º","6504"
"3844","Galicia"," 2021_4º","7034"
"3845","Galicia"," 2022_1º","6058"
"3846","Galicia"," 2022_2º","6920"
"3847","Galicia"," 2022_3º","6588"
"3848","Galicia"," 2022_4º","6453"
"3849","Galicia"," 2023_1º","5732"
"3850","Galicia"," 2023_2º","6133"
"3851","Galicia"," 2023_3º (**)","5726"
"3852","Galicia"," 2004_1º","5876"
"3853","Galicia"," 2004_2º","7692"
"3854","Galicia"," 2004_3º","8921"
"3855","Galicia"," 2004_4º","8722"
"3856","Galicia"," 2005_1º","7057"
"3857","Galicia"," 2005_2º","9076"
"3858","Galicia"," 2005_3º","10151"
"3859","Galicia"," 2005_4º","9855"
"3860","Galicia"," 2006_1º","9428"
"3861","Galicia"," 2006_2º","9628"
"3862","Galicia"," 2006_3º","9767"
"3863","Galicia"," 2006_4º","9758"
"3864","Galicia"," 2007_1º","9394"
"3865","Galicia"," 2007_2º","9969"
"3866","Galicia"," 2007_3º","9932"
"3867","Galicia"," 2007_4º","9426"
"3868","Galicia"," 2008_1º","7961"
"3869","Galicia"," 2008_2º","8407"
"3870","Galicia"," 2008_3º","6972"
"3871","Galicia"," 2008_4º","6235"
"3872","Coruña (A)"," 2009_1º","2309"
"3873","Coruña (A)"," 2009_2º","2764"
"3874","Coruña (A)"," 2009_3º","2793"
"3875","Coruña (A)"," 2009_4º","2986"
"3876","Coruña (A)"," 2010_1º","2443"
"3877","Coruña (A)"," 2010_2º","3789"
"3878","Coruña (A)"," 2010_3º","1965"
"3879","Coruña (A)"," 2010_4º","3612"
"3880","Coruña (A)"," 2011_1º","1495"
"3881","Coruña (A)"," 2011_2º","1475"
"3882","Coruña (A)"," 2011_3º","1616"
"3883","Coruña (A)"," 2011_4º","2396"
"3884","Coruña (A)"," 2012_1º","1330"
"3885","Coruña (A)"," 2012_2º","1565"
"3886","Coruña (A)"," 2012_3º","1522"
"3887","Coruña (A)"," 2012_4º","2926"
"3888","Coruña (A)"," 2013_1º","942"
"3889","Coruña (A)"," 2013_2º","1384"
"3890","Coruña (A)"," 2013_3º","1131"
"3891","Coruña (A)"," 2013_4º","1617"
"3892","Coruña (A)"," 2014_1º","1218"
"3893","Coruña (A)"," 2014_2º","1466"
"3894","Coruña (A)"," 2014_3º","1463"
"3895","Coruña (A)"," 2014_4º","1875"
"3896","Coruña (A)"," 2015_1º","1348"
"3897","Coruña (A)"," 2015_2º","1772"
"3898","Coruña (A)"," 2015_3º","1489"
"3899","Coruña (A)"," 2015_4º","1772"
"3900","Coruña (A)"," 2016_1º","1534"
"3901","Coruña (A)"," 2016_2º","1736"
"3902","Coruña (A)"," 2016_3º","1645"
"3903","Coruña (A)"," 2016_4º","1791"
"3904","Coruña (A)"," 2017_1º","1780"
"3905","Coruña (A)"," 2017_2º","2040"
"3906","Coruña (A)"," 2017_3º","1762"
"3907","Coruña (A)"," 2017_4º","2104"
"3908","Coruña (A)"," 2018_1º","1873"
"3909","Coruña (A)"," 2018_2º","2357"
"3910","Coruña (A)"," 2018_3º","2053"
"3911","Coruña (A)"," 2018_4º","2406"
"3912","Coruña (A)"," 2019_1º","2105"
"3913","Coruña (A)"," 2019_2º","2384"
"3914","Coruña (A)"," 2019_3º","2047"
"3915","Coruña (A)"," 2019_4º","2466"
"3916","Coruña (A)"," 2020_1º","1939"
"3917","Coruña (A)"," 2020_2º","1211"
"3918","Coruña (A)"," 2020_3º","2450"
"3919","Coruña (A)"," 2020_4º","2957"
"3920","Coruña (A)"," 2021_1º","2214"
"3921","Coruña (A)"," 2021_2º","2757"
"3922","Coruña (A)"," 2021_3º","2818"
"3923","Coruña (A)"," 2021_4º","3051"
"3924","Coruña (A)"," 2022_1º","2691"
"3925","Coruña (A)"," 2022_2º","3117"
"3926","Coruña (A)"," 2022_3º","2880"
"3927","Coruña (A)"," 2022_4º","2799"
"3928","Coruña (A)"," 2023_1º","2582"
"3929","Coruña (A)"," 2023_2º","2648"
"3930","Coruña (A)"," 2023_3º (**)","2515"
"3931","Coruña (A)"," 2004_1º","2310"
"3932","Coruña (A)"," 2004_2º","3264"
"3933","Coruña (A)"," 2004_3º","4082"
"3934","Coruña (A)"," 2004_4º","4097"
"3935","Coruña (A)"," 2005_1º","3179"
"3936","Coruña (A)"," 2005_2º","4076"
"3937","Coruña (A)"," 2005_3º","4332"
"3938","Coruña (A)"," 2005_4º","4203"
"3939","Coruña (A)"," 2006_1º","4671"
"3940","Coruña (A)"," 2006_2º","4360"
"3941","Coruña (A)"," 2006_3º","4454"
"3942","Coruña (A)"," 2006_4º","4854"
"3943","Coruña (A)"," 2007_1º","4422"
"3944","Coruña (A)"," 2007_2º","4661"
"3945","Coruña (A)"," 2007_3º","4564"
"3946","Coruña (A)"," 2007_4º","4172"
"3947","Coruña (A)"," 2008_1º","3507"
"3948","Coruña (A)"," 2008_2º","3863"
"3949","Coruña (A)"," 2008_3º","2906"
"3950","Coruña (A)"," 2008_4º","2443"
"3951","Lugo"," 2009_1º","764"
"3952","Lugo"," 2009_2º","860"
"3953","Lugo"," 2009_3º","879"
"3954","Lugo"," 2009_4º","922"
"3955","Lugo"," 2010_1º","876"
"3956","Lugo"," 2010_2º","1231"
"3957","Lugo"," 2010_3º","642"
"3958","Lugo"," 2010_4º","1089"
"3959","Lugo"," 2011_1º","677"
"3960","Lugo"," 2011_2º","522"
"3961","Lugo"," 2011_3º","488"
"3962","Lugo"," 2011_4º","749"
"3963","Lugo"," 2012_1º","442"
"3964","Lugo"," 2012_2º","455"
"3965","Lugo"," 2012_3º","524"
"3966","Lugo"," 2012_4º","1050"
"3967","Lugo"," 2013_1º","411"
"3968","Lugo"," 2013_2º","473"
"3969","Lugo"," 2013_3º","589"
"3970","Lugo"," 2013_4º","779"
"3971","Lugo"," 2014_1º","589"
"3972","Lugo"," 2014_2º","543"
"3973","Lugo"," 2014_3º","624"
"3974","Lugo"," 2014_4º","687"
"3975","Lugo"," 2015_1º","575"
"3976","Lugo"," 2015_2º","641"
"3977","Lugo"," 2015_3º","618"
"3978","Lugo"," 2015_4º","583"
"3979","Lugo"," 2016_1º","507"
"3980","Lugo"," 2016_2º","625"
"3981","Lugo"," 2016_3º","596"
"3982","Lugo"," 2016_4º","679"
"3983","Lugo"," 2017_1º","530"
"3984","Lugo"," 2017_2º","582"
"3985","Lugo"," 2017_3º","619"
"3986","Lugo"," 2017_4º","638"
"3987","Lugo"," 2018_1º","684"
"3988","Lugo"," 2018_2º","692"
"3989","Lugo"," 2018_3º","690"
"3990","Lugo"," 2018_4º","691"
"3991","Lugo"," 2019_1º","717"
"3992","Lugo"," 2019_2º","700"
"3993","Lugo"," 2019_3º","691"
"3994","Lugo"," 2019_4º","758"
"3995","Lugo"," 2020_1º","538"
"3996","Lugo"," 2020_2º","376"
"3997","Lugo"," 2020_3º","897"
"3998","Lugo"," 2020_4º","907"
"3999","Lugo"," 2021_1º","815"
"4000","Lugo"," 2021_2º","942"
"4001","Lugo"," 2021_3º","998"
"4002","Lugo"," 2021_4º","1052"
"4003","Lugo"," 2022_1º","844"
"4004","Lugo"," 2022_2º","878"
"4005","Lugo"," 2022_3º","978"
"4006","Lugo"," 2022_4º","915"
"4007","Lugo"," 2023_1º","830"
"4008","Lugo"," 2023_2º","928"
"4009","Lugo"," 2023_3º (**)","831"
"4010","Lugo"," 2004_1º","962"
"4011","Lugo"," 2004_2º","976"
"4012","Lugo"," 2004_3º","1171"
"4013","Lugo"," 2004_4º","1225"
"4014","Lugo"," 2005_1º","1026"
"4015","Lugo"," 2005_2º","1229"
"4016","Lugo"," 2005_3º","1343"
"4017","Lugo"," 2005_4º","1400"
"4018","Lugo"," 2006_1º","1025"
"4019","Lugo"," 2006_2º","1338"
"4020","Lugo"," 2006_3º","1363"
"4021","Lugo"," 2006_4º","1195"
"4022","Lugo"," 2007_1º","1179"
"4023","Lugo"," 2007_2º","1461"
"4024","Lugo"," 2007_3º","1297"
"4025","Lugo"," 2007_4º","1145"
"4026","Lugo"," 2008_1º","952"
"4027","Lugo"," 2008_2º","1135"
"4028","Lugo"," 2008_3º","1143"
"4029","Lugo"," 2008_4º","1080"
"4030","Ourense"," 2009_1º","628"
"4031","Ourense"," 2009_2º","609"
"4032","Ourense"," 2009_3º","607"
"4033","Ourense"," 2009_4º","579"
"4034","Ourense"," 2010_1º","538"
"4035","Ourense"," 2010_2º","945"
"4036","Ourense"," 2010_3º","516"
"4037","Ourense"," 2010_4º","871"
"4038","Ourense"," 2011_1º","359"
"4039","Ourense"," 2011_2º","449"
"4040","Ourense"," 2011_3º","430"
"4041","Ourense"," 2011_4º","577"
"4042","Ourense"," 2012_1º","313"
"4043","Ourense"," 2012_2º","377"
"4044","Ourense"," 2012_3º","370"
"4045","Ourense"," 2012_4º","665"
"4046","Ourense"," 2013_1º","187"
"4047","Ourense"," 2013_2º","302"
"4048","Ourense"," 2013_3º","317"
"4049","Ourense"," 2013_4º","332"
"4050","Ourense"," 2014_1º","295"
"4051","Ourense"," 2014_2º","284"
"4052","Ourense"," 2014_3º","331"
"4053","Ourense"," 2014_4º","479"
"4054","Ourense"," 2015_1º","297"
"4055","Ourense"," 2015_2º","360"
"4056","Ourense"," 2015_3º","370"
"4057","Ourense"," 2015_4º","387"
"4058","Ourense"," 2016_1º","342"
"4059","Ourense"," 2016_2º","431"
"4060","Ourense"," 2016_3º","402"
"4061","Ourense"," 2016_4º","400"
"4062","Ourense"," 2017_1º","363"
"4063","Ourense"," 2017_2º","464"
"4064","Ourense"," 2017_3º","447"
"4065","Ourense"," 2017_4º","468"
"4066","Ourense"," 2018_1º","443"
"4067","Ourense"," 2018_2º","498"
"4068","Ourense"," 2018_3º","495"
"4069","Ourense"," 2018_4º","478"
"4070","Ourense"," 2019_1º","466"
"4071","Ourense"," 2019_2º","535"
"4072","Ourense"," 2019_3º","475"
"4073","Ourense"," 2019_4º","564"
"4074","Ourense"," 2020_1º","455"
"4075","Ourense"," 2020_2º","263"
"4076","Ourense"," 2020_3º","689"
"4077","Ourense"," 2020_4º","635"
"4078","Ourense"," 2021_1º","483"
"4079","Ourense"," 2021_2º","634"
"4080","Ourense"," 2021_3º","645"
"4081","Ourense"," 2021_4º","691"
"4082","Ourense"," 2022_1º","591"
"4083","Ourense"," 2022_2º","719"
"4084","Ourense"," 2022_3º","718"
"4085","Ourense"," 2022_4º","754"
"4086","Ourense"," 2023_1º","662"
"4087","Ourense"," 2023_2º","679"
"4088","Ourense"," 2023_3º (**)","736"
"4089","Ourense"," 2004_1º","450"
"4090","Ourense"," 2004_2º","591"
"4091","Ourense"," 2004_3º","704"
"4092","Ourense"," 2004_4º","702"
"4093","Ourense"," 2005_1º","616"
"4094","Ourense"," 2005_2º","873"
"4095","Ourense"," 2005_3º","1026"
"4096","Ourense"," 2005_4º","881"
"4097","Ourense"," 2006_1º","794"
"4098","Ourense"," 2006_2º","898"
"4099","Ourense"," 2006_3º","844"
"4100","Ourense"," 2006_4º","860"
"4101","Ourense"," 2007_1º","998"
"4102","Ourense"," 2007_2º","854"
"4103","Ourense"," 2007_3º","962"
"4104","Ourense"," 2007_4º","925"
"4105","Ourense"," 2008_1º","761"
"4106","Ourense"," 2008_2º","777"
"4107","Ourense"," 2008_3º","853"
"4108","Ourense"," 2008_4º","751"
"4109","Pontevedra"," 2009_1º","1720"
"4110","Pontevedra"," 2009_2º","1756"
"4111","Pontevedra"," 2009_3º","1873"
"4112","Pontevedra"," 2009_4º","1834"
"4113","Pontevedra"," 2010_1º","1558"
"4114","Pontevedra"," 2010_2º","2166"
"4115","Pontevedra"," 2010_3º","1281"
"4116","Pontevedra"," 2010_4º","2458"
"4117","Pontevedra"," 2011_1º","950"
"4118","Pontevedra"," 2011_2º","1131"
"4119","Pontevedra"," 2011_3º","1126"
"4120","Pontevedra"," 2011_4º","1669"
"4121","Pontevedra"," 2012_1º","725"
"4122","Pontevedra"," 2012_2º","1070"
"4123","Pontevedra"," 2012_3º","1043"
"4124","Pontevedra"," 2012_4º","1993"
"4125","Pontevedra"," 2013_1º","643"
"4126","Pontevedra"," 2013_2º","939"
"4127","Pontevedra"," 2013_3º","753"
"4128","Pontevedra"," 2013_4º","1078"
"4129","Pontevedra"," 2014_1º","874"
"4130","Pontevedra"," 2014_2º","1022"
"4131","Pontevedra"," 2014_3º","954"
"4132","Pontevedra"," 2014_4º","1333"
"4133","Pontevedra"," 2015_1º","918"
"4134","Pontevedra"," 2015_2º","1074"
"4135","Pontevedra"," 2015_3º","1172"
"4136","Pontevedra"," 2015_4º","1257"
"4137","Pontevedra"," 2016_1º","1053"
"4138","Pontevedra"," 2016_2º","1299"
"4139","Pontevedra"," 2016_3º","1160"
"4140","Pontevedra"," 2016_4º","1404"
"4141","Pontevedra"," 2017_1º","1343"
"4142","Pontevedra"," 2017_2º","1556"
"4143","Pontevedra"," 2017_3º","1408"
"4144","Pontevedra"," 2017_4º","1451"
"4145","Pontevedra"," 2018_1º","1384"
"4146","Pontevedra"," 2018_2º","1782"
"4147","Pontevedra"," 2018_3º","1583"
"4148","Pontevedra"," 2018_4º","1677"
"4149","Pontevedra"," 2019_1º","1472"
"4150","Pontevedra"," 2019_2º","1747"
"4151","Pontevedra"," 2019_3º","1442"
"4152","Pontevedra"," 2019_4º","1893"
"4153","Pontevedra"," 2020_1º","1473"
"4154","Pontevedra"," 2020_2º","952"
"4155","Pontevedra"," 2020_3º","1764"
"4156","Pontevedra"," 2020_4º","1950"
"4157","Pontevedra"," 2021_1º","1680"
"4158","Pontevedra"," 2021_2º","2145"
"4159","Pontevedra"," 2021_3º","2043"
"4160","Pontevedra"," 2021_4º","2240"
"4161","Pontevedra"," 2022_1º","1932"
"4162","Pontevedra"," 2022_2º","2206"
"4163","Pontevedra"," 2022_3º","2012"
"4164","Pontevedra"," 2022_4º","1985"
"4165","Pontevedra"," 2023_1º","1658"
"4166","Pontevedra"," 2023_2º","1878"
"4167","Pontevedra"," 2023_3º (**)","1644"
"4168","Pontevedra"," 2004_1º","2154"
"4169","Pontevedra"," 2004_2º","2861"
"4170","Pontevedra"," 2004_3º","2964"
"4171","Pontevedra"," 2004_4º","2698"
"4172","Pontevedra"," 2005_1º","2236"
"4173","Pontevedra"," 2005_2º","2898"
"4174","Pontevedra"," 2005_3º","3450"
"4175","Pontevedra"," 2005_4º","3371"
"4176","Pontevedra"," 2006_1º","2938"
"4177","Pontevedra"," 2006_2º","3032"
"4178","Pontevedra"," 2006_3º","3106"
"4179","Pontevedra"," 2006_4º","2849"
"4180","Pontevedra"," 2007_1º","2795"
"4181","Pontevedra"," 2007_2º","2993"
"4182","Pontevedra"," 2007_3º","3109"
"4183","Pontevedra"," 2007_4º","3184"
"4184","Pontevedra"," 2008_1º","2741"
"4185","Pontevedra"," 2008_2º","2632"
"4186","Pontevedra"," 2008_3º","2070"
"4187","Pontevedra"," 2008_4º","1961"
"4188","Madrid (Comunidad de)"," 2009_1º","11789"
"4189","Madrid (Comunidad de)"," 2009_2º","14235"
"4190","Madrid (Comunidad de)"," 2009_3º","12968"
"4191","Madrid (Comunidad de)"," 2009_4º","18521"
"4192","Madrid (Comunidad de)"," 2010_1º","12824"
"4193","Madrid (Comunidad de)"," 2010_2º","19717"
"4194","Madrid (Comunidad de)"," 2010_3º","9729"
"4195","Madrid (Comunidad de)"," 2010_4º","20529"
"4196","Madrid (Comunidad de)"," 2011_1º","9378"
"4197","Madrid (Comunidad de)"," 2011_2º","12397"
"4198","Madrid (Comunidad de)"," 2011_3º","8778"
"4199","Madrid (Comunidad de)"," 2011_4º","14758"
"4200","Madrid (Comunidad de)"," 2012_1º","8289"
"4201","Madrid (Comunidad de)"," 2012_2º","9779"
"4202","Madrid (Comunidad de)"," 2012_3º","8523"
"4203","Madrid (Comunidad de)"," 2012_4º","18668"
"4204","Madrid (Comunidad de)"," 2013_1º","6589"
"4205","Madrid (Comunidad de)"," 2013_2º","10087"
"4206","Madrid (Comunidad de)"," 2013_3º","7784"
"4207","Madrid (Comunidad de)"," 2013_4º","15720"
"4208","Madrid (Comunidad de)"," 2014_1º","12144"
"4209","Madrid (Comunidad de)"," 2014_2º","12865"
"4210","Madrid (Comunidad de)"," 2014_3º","10710"
"4211","Madrid (Comunidad de)"," 2014_4º","16978"
"4212","Madrid (Comunidad de)"," 2015_1º","12479"
"4213","Madrid (Comunidad de)"," 2015_2º","15214"
"4214","Madrid (Comunidad de)"," 2015_3º","12577"
"4215","Madrid (Comunidad de)"," 2015_4º","17161"
"4216","Madrid (Comunidad de)"," 2016_1º","15703"
"4217","Madrid (Comunidad de)"," 2016_2º","18010"
"4218","Madrid (Comunidad de)"," 2016_3º","14967"
"4219","Madrid (Comunidad de)"," 2016_4º","18686"
"4220","Madrid (Comunidad de)"," 2017_1º","19351"
"4221","Madrid (Comunidad de)"," 2017_2º","21614"
"4222","Madrid (Comunidad de)"," 2017_3º","17957"
"4223","Madrid (Comunidad de)"," 2017_4º","21691"
"4224","Madrid (Comunidad de)"," 2018_1º","19824"
"4225","Madrid (Comunidad de)"," 2018_2º","24284"
"4226","Madrid (Comunidad de)"," 2018_3º","18111"
"4227","Madrid (Comunidad de)"," 2018_4º","23075"
"4228","Madrid (Comunidad de)"," 2019_1º","19562"
"4229","Madrid (Comunidad de)"," 2019_2º","19987"
"4230","Madrid (Comunidad de)"," 2019_3º","16611"
"4231","Madrid (Comunidad de)"," 2019_4º","22474"
"4232","Madrid (Comunidad de)"," 2020_1º","15944"
"4233","Madrid (Comunidad de)"," 2020_2º","11460"
"4234","Madrid (Comunidad de)"," 2020_3º","17324"
"4235","Madrid (Comunidad de)"," 2020_4º","22410"
"4236","Madrid (Comunidad de)"," 2021_1º","20259"
"4237","Madrid (Comunidad de)"," 2021_2º","24986"
"4238","Madrid (Comunidad de)"," 2021_3º","20692"
"4239","Madrid (Comunidad de)"," 2021_4º","25140"
"4240","Madrid (Comunidad de)"," 2022_1º","24082"
"4241","Madrid (Comunidad de)"," 2022_2º","25078"
"4242","Madrid (Comunidad de)"," 2022_3º","19723"
"4243","Madrid (Comunidad de)"," 2022_4º","21523"
"4244","Madrid (Comunidad de)"," 2023_1º","19442"
"4245","Madrid (Comunidad de)"," 2023_2º","20250"
"4246","Madrid (Comunidad de)"," 2023_3º (**)","16141"
"4247","Madrid (Comunidad de)"," 2004_1º","26882"
"4248","Madrid (Comunidad de)"," 2004_2º","28210"
"4249","Madrid (Comunidad de)"," 2004_3º","23830"
"4250","Madrid (Comunidad de)"," 2004_4º","31980"
"4251","Madrid (Comunidad de)"," 2005_1º","24502"
"4252","Madrid (Comunidad de)"," 2005_2º","28442"
"4253","Madrid (Comunidad de)"," 2005_3º","24017"
"4254","Madrid (Comunidad de)"," 2005_4º","30068"
"4255","Madrid (Comunidad de)"," 2006_1º","28427"
"4256","Madrid (Comunidad de)"," 2006_2º","29046"
"4257","Madrid (Comunidad de)"," 2006_3º","23899"
"4258","Madrid (Comunidad de)"," 2006_4º","27097"
"4259","Madrid (Comunidad de)"," 2007_1º","22605"
"4260","Madrid (Comunidad de)"," 2007_2º","20542"
"4261","Madrid (Comunidad de)"," 2007_3º","17364"
"4262","Madrid (Comunidad de)"," 2007_4º","19604"
"4263","Madrid (Comunidad de)"," 2008_1º","15424"
"4264","Madrid (Comunidad de)"," 2008_2º","16968"
"4265","Madrid (Comunidad de)"," 2008_3º","11116"
"4266","Madrid (Comunidad de)"," 2008_4º","12308"
"4267","Murcia (Región de)"," 2009_1º","5201"
"4268","Murcia (Región de)"," 2009_2º","6029"
"4269","Murcia (Región de)"," 2009_3º","4338"
"4270","Murcia (Región de)"," 2009_4º","4935"
"4271","Murcia (Región de)"," 2010_1º","3919"
"4272","Murcia (Región de)"," 2010_2º","5584"
"4273","Murcia (Región de)"," 2010_3º","2530"
"4274","Murcia (Región de)"," 2010_4º","5047"
"4275","Murcia (Región de)"," 2011_1º","2588"
"4276","Murcia (Región de)"," 2011_2º","2875"
"4277","Murcia (Región de)"," 2011_3º","2241"
"4278","Murcia (Región de)"," 2011_4º","3234"
"4279","Murcia (Región de)"," 2012_1º","2052"
"4280","Murcia (Región de)"," 2012_2º","2676"
"4281","Murcia (Región de)"," 2012_3º","2283"
"4282","Murcia (Región de)"," 2012_4º","4305"
"4283","Murcia (Región de)"," 2013_1º","2065"
"4284","Murcia (Región de)"," 2013_2º","2858"
"4285","Murcia (Región de)"," 2013_3º","2274"
"4286","Murcia (Región de)"," 2013_4º","2665"
"4287","Murcia (Región de)"," 2014_1º","2527"
"4288","Murcia (Región de)"," 2014_2º","2764"
"4289","Murcia (Región de)"," 2014_3º","2490"
"4290","Murcia (Región de)"," 2014_4º","3228"
"4291","Murcia (Región de)"," 2015_1º","2411"
"4292","Murcia (Región de)"," 2015_2º","3409"
"4293","Murcia (Región de)"," 2015_3º","3579"
"4294","Murcia (Región de)"," 2015_4º","3389"
"4295","Murcia (Región de)"," 2016_1º","3262"
"4296","Murcia (Región de)"," 2016_2º","3804"
"4297","Murcia (Región de)"," 2016_3º","2947"
"4298","Murcia (Región de)"," 2016_4º","3625"
"4299","Murcia (Región de)"," 2017_1º","3432"
"4300","Murcia (Región de)"," 2017_2º","4208"
"4301","Murcia (Región de)"," 2017_3º","3393"
"4302","Murcia (Región de)"," 2017_4º","4414"
"4303","Murcia (Región de)"," 2018_1º","4157"
"4304","Murcia (Región de)"," 2018_2º","4988"
"4305","Murcia (Región de)"," 2018_3º","4162"
"4306","Murcia (Región de)"," 2018_4º","4906"
"4307","Murcia (Región de)"," 2019_1º","4426"
"4308","Murcia (Región de)"," 2019_2º","5077"
"4309","Murcia (Región de)"," 2019_3º","4266"
"4310","Murcia (Región de)"," 2019_4º","5527"
"4311","Murcia (Región de)"," 2020_1º","3802"
"4312","Murcia (Región de)"," 2020_2º","2790"
"4313","Murcia (Región de)"," 2020_3º","4786"
"4314","Murcia (Región de)"," 2020_4º","5540"
"4315","Murcia (Región de)"," 2021_1º","4901"
"4316","Murcia (Región de)"," 2021_2º","6487"
"4317","Murcia (Región de)"," 2021_3º","5382"
"4318","Murcia (Región de)"," 2021_4º","6899"
"4319","Murcia (Región de)"," 2022_1º","6166"
"4320","Murcia (Región de)"," 2022_2º","6685"
"4321","Murcia (Región de)"," 2022_3º","6155"
"4322","Murcia (Región de)"," 2022_4º","6461"
"4323","Murcia (Región de)"," 2023_1º","5586"
"4324","Murcia (Región de)"," 2023_2º","6577"
"4325","Murcia (Región de)"," 2023_3º (**)","5631"
"4326","Murcia (Región de)"," 2004_1º","8033"
"4327","Murcia (Región de)"," 2004_2º","8370"
"4328","Murcia (Región de)"," 2004_3º","7912"
"4329","Murcia (Región de)"," 2004_4º","9336"
"4330","Murcia (Región de)"," 2005_1º","7253"
"4331","Murcia (Región de)"," 2005_2º","10508"
"4332","Murcia (Región de)"," 2005_3º","8598"
"4333","Murcia (Región de)"," 2005_4º","9831"
"4334","Murcia (Región de)"," 2006_1º","9687"
"4335","Murcia (Región de)"," 2006_2º","10800"
"4336","Murcia (Región de)"," 2006_3º","8930"
"4337","Murcia (Región de)"," 2006_4º","10480"
"4338","Murcia (Región de)"," 2007_1º","9663"
"4339","Murcia (Región de)"," 2007_2º","10129"
"4340","Murcia (Región de)"," 2007_3º","7458"
"4341","Murcia (Región de)"," 2007_4º","7846"
"4342","Murcia (Región de)"," 2008_1º","7618"
"4343","Murcia (Región de)"," 2008_2º","7029"
"4344","Murcia (Región de)"," 2008_3º","6222"
"4345","Murcia (Región de)"," 2008_4º","5532"
"4346","Navarra (C. Foral de)"," 2009_1º","1754"
"4347","Navarra (C. Foral de)"," 2009_2º","1760"
"4348","Navarra (C. Foral de)"," 2009_3º","1328"
"4349","Navarra (C. Foral de)"," 2009_4º","1880"
"4350","Navarra (C. Foral de)"," 2010_1º","1868"
"4351","Navarra (C. Foral de)"," 2010_2º","1975"
"4352","Navarra (C. Foral de)"," 2010_3º","779"
"4353","Navarra (C. Foral de)"," 2010_4º","1265"
"4354","Navarra (C. Foral de)"," 2011_1º","902"
"4355","Navarra (C. Foral de)"," 2011_2º","1110"
"4356","Navarra (C. Foral de)"," 2011_3º","1302"
"4357","Navarra (C. Foral de)"," 2011_4º","2024"
"4358","Navarra (C. Foral de)"," 2012_1º","757"
"4359","Navarra (C. Foral de)"," 2012_2º","946"
"4360","Navarra (C. Foral de)"," 2012_3º","647"
"4361","Navarra (C. Foral de)"," 2012_4º","2101"
"4362","Navarra (C. Foral de)"," 2013_1º","474"
"4363","Navarra (C. Foral de)"," 2013_2º","781"
"4364","Navarra (C. Foral de)"," 2013_3º","778"
"4365","Navarra (C. Foral de)"," 2013_4º","1350"
"4366","Navarra (C. Foral de)"," 2014_1º","976"
"4367","Navarra (C. Foral de)"," 2014_2º","1133"
"4368","Navarra (C. Foral de)"," 2014_3º","968"
"4369","Navarra (C. Foral de)"," 2014_4º","1350"
"4370","Navarra (C. Foral de)"," 2015_1º","1001"
"4371","Navarra (C. Foral de)"," 2015_2º","1121"
"4372","Navarra (C. Foral de)"," 2015_3º","886"
"4373","Navarra (C. Foral de)"," 2015_4º","1525"
"4374","Navarra (C. Foral de)"," 2016_1º","1119"
"4375","Navarra (C. Foral de)"," 2016_2º","1267"
"4376","Navarra (C. Foral de)"," 2016_3º","1103"
"4377","Navarra (C. Foral de)"," 2016_4º","1457"
"4378","Navarra (C. Foral de)"," 2017_1º","1455"
"4379","Navarra (C. Foral de)"," 2017_2º","1593"
"4380","Navarra (C. Foral de)"," 2017_3º","1268"
"4381","Navarra (C. Foral de)"," 2017_4º","1724"
"4382","Navarra (C. Foral de)"," 2018_1º","1574"
"4383","Navarra (C. Foral de)"," 2018_2º","2014"
"4384","Navarra (C. Foral de)"," 2018_3º","1806"
"4385","Navarra (C. Foral de)"," 2018_4º","1762"
"4386","Navarra (C. Foral de)"," 2019_1º","1515"
"4387","Navarra (C. Foral de)"," 2019_2º","1715"
"4388","Navarra (C. Foral de)"," 2019_3º","1409"
"4389","Navarra (C. Foral de)"," 2019_4º","1882"
"4390","Navarra (C. Foral de)"," 2020_1º","1459"
"4391","Navarra (C. Foral de)"," 2020_2º","1270"
"4392","Navarra (C. Foral de)"," 2020_3º","1529"
"4393","Navarra (C. Foral de)"," 2020_4º","2106"
"4394","Navarra (C. Foral de)"," 2021_1º","1908"
"4395","Navarra (C. Foral de)"," 2021_2º","2105"
"4396","Navarra (C. Foral de)"," 2021_3º","1801"
"4397","Navarra (C. Foral de)"," 2021_4º","2211"
"4398","Navarra (C. Foral de)"," 2022_1º","2110"
"4399","Navarra (C. Foral de)"," 2022_2º","2439"
"4400","Navarra (C. Foral de)"," 2022_3º","1698"
"4401","Navarra (C. Foral de)"," 2022_4º","1788"
"4402","Navarra (C. Foral de)"," 2023_1º","1865"
"4403","Navarra (C. Foral de)"," 2023_2º","1990"
"4404","Navarra (C. Foral de)"," 2023_3º (**)","938"
